,Solvent 1,Solvent 2,Solvent 3,Solvent 4,Weights,M,Salt,Molality,Slope,Intercept,Goodness
9410,[Cu]OCC[Au],nan,nan,nan,[0.994288122],[500.0],N#Cc1nc(C(F)(F)F)[n-]c1C#N.[Li+],0.029897843,-1134.115509,-0.857276111,0.98238941
9416,[Cu]OCC[Au],nan,nan,nan,[0.977867066],[500.0],N#Cc1nc(C(F)(F)C(F)(F)F)[n-]c1C#N.[Li+],0.093461975,-1209.093885,-0.27373395,0.996759461
9422,[Cu]OCC[Au],nan,nan,nan,[0.98235865],[500.0],N#Cc1nc(C(F)(F)F)[n-]c1C#N.[Li+],0.093461975,-1218.518875,-0.190272175,0.997269275
9428,[Cu]OCC[Au],nan,nan,nan,[0.932465059],[500.0],N#Cc1nc(C(F)(F)C(F)(F)F)[n-]c1C#N.[Li+],0.29906924,-1191.964063,0.219748205,0.995556596
9434,[Cu]OCC[Au],nan,nan,nan,[0.945658353],[500.0],N#Cc1nc(C(F)(F)F)[n-]c1C#N.[Li+],0.29906924,-1293.670344,0.542800336,0.973151797
9440,[Cu]OCC[Au],nan,nan,nan,[0.8154426],[500.0],N#Cc1nc(C(F)(F)C(F)(F)F)[n-]c1C#N.[Li+],0.934574347,-1294.447932,0.831383873,0.9848532
9446,[Cu]OCC[Au],nan,nan,nan,[0.84776452],[500.0],N#Cc1nc(C(F)(F)F)[n-]c1C#N.[Li+],0.934574347,-1325.40408,0.845949172,0.984157836
9452,[Cu]OCC[Au],nan,nan,nan,[0.9666287],[4000000.0],F[P-](F)(F)(F)(F)F.[Li+],0.227014756,-9289.979362,22.53520719,0.984974487
9456,[Cu]OCC[Au],nan,nan,nan,[0.93541276],[4000000.0],F[P-](F)(F)(F)(F)F.[Li+],0.454029512,-10216.36064,25.26614418,0.988697654
9460,[Cu]OCC[Au],nan,nan,nan,[0.896799201],[4000000.0],F[P-](F)(F)(F)(F)F.[Li+],0.756708286,-8362.524215,20.60757917,0.980350062
9464,[Cu]OCC[Au],nan,nan,nan,[0.896798276],[4000000.0],F[P-](F)(F)(F)(F)F.[Li+],0.756715853,-7058.222617,15.67863225,0.945583364
9486,[Cu]OCC[Au],nan,nan,nan,[0.852793401],[4000000.0],F[P-](F)(F)(F)(F)F.[Li+],1.13507378,-9815.598054,24.25021574,0.989764892
9490,[Cu]OCC[Au],nan,nan,nan,[0.822523191],[4000000.0],F[P-](F)(F)(F)(F)F.[Li+],1.418842225,-10097.40161,25.06103987,0.978500104
9494,[Cu]OCC[Au],nan,nan,nan,[0.776582152],[4000000.0],F[P-](F)(F)(F)(F)F.[Li+],1.891782066,-7976.175994,18.39677242,0.994358642
9498,[Cu]OCC[Au],nan,nan,nan,[0.922427021],[5000000.0],O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Li+],0.354710556,-4036.054029,7.839426223,0.951539273
9506,[Cu]OCC[Au],nan,nan,nan,[0.856022784],[5000000.0],O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Li+],0.709421112,-3538.802437,6.531351893,0.927938849
9521,[Cu]OCC[Au],nan,nan,nan,[0.787954304],[5000000.0],O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Li+],1.13507378,-3706.609632,7.371899336,0.943321462
9536,[Cu]OCC[Au],nan,nan,nan,[0.748286567],[5000000.0],O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Li+],1.418842225,-2317.322713,3.38835149,0.902982376
9544,[Cu]OCC[Au],nan,nan,nan,[0.690362951],[5000000.0],O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Li+],1.891782066,-2298.790699,3.579808729,0.978932292
9552,[Cu]OCC[Au],nan,nan,nan,[0.597809808],[5000000.0],O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Li+],2.837684449,-2870.032116,4.879458745,0.966774228
9560,[Cu]OCC[Au],nan,nan,nan,[0.850494575],[4000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],0.454029512,-5003.006802,10.86225817,0.925322357
9568,[Cu]OCC[Au],nan,nan,nan,[0.799284009],[4000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],0.648603859,-4367.150945,9.25245088,0.930913879
9576,[Cu]OCC[Au],nan,nan,nan,[0.694701998],[4000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1.13507378,-3979.26625,8.138570056,0.902848994
9584,[Cu]OCC[Au],nan,nan,nan,[0.645439176],[4000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1.418842225,-3809.375643,7.767660879,0.89214686
9592,[Cu]OCC[Au],nan,nan,nan,[0.577220359],[4000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1.891782066,-3589.422048,7.055632981,0.912997151
9600,[Cu]OCC[Au],nan,nan,nan,[0.476493314],[4000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],2.837684449,-3378.948147,6.320224488,0.958514497
9608,[Cu]OCC[Au],nan,nan,nan,[0.312760894],[4000000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],5.675368899,-6752.263657,14.89072397,0.986157732
9616,[Cu]OCC[Au],nan,nan,nan,[0.957794772],[100000.0],O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.227014756,-3182.520769,5.71077022,0.917533956
9624,[Cu]OCC[Au],nan,nan,nan,[0.919007837],[100000.0],O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.454029512,-2123.12265,3.000001361,0.967407822
9632,[Cu]OCC[Au],nan,nan,nan,[0.888179833],[100000.0],O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],0.648603859,-2905.163786,5.456614916,0.924623002
9640,[Cu]OCC[Au],nan,nan,nan,[0.81945383],[100000.0],O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],1.13507378,-3565.708615,7.438290736,0.922387631
9648,[Cu]OCC[Au],nan,nan,nan,[0.694131116],[100000.0],O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],2.27014756,-3421.285175,6.57486447,0.986365238
9656,[Cu]OCC[Au],nan,nan,nan,[0.531547328],[100000.0],O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],4.540295119,-7322.954893,16.61949025,0.970982129
9704,[Cu]OCC[Au],nan,nan,nan,[0.694999743],[5000000.0],Cl[Al-](Cl)(Cl)Cl.[Li+],2.522383655,-3072.216504,4.364222221,0.994081503
9708,[Cu]OCC[Au],nan,nan,nan,[0.669201256],[5000000.0],F[As-](F)(F)(F)(F)F.[Li+],2.522383655,-2399.250943,2.842682279,0.995259543
9712,[Cu]OCC[Au],nan,nan,nan,[0.808211049],[5000000.0],F[B-](F)(F)F.[Li+],2.522383655,-3848.167398,4.870619234,0.998353563
9716,[Cu]OCC[Au],nan,nan,nan,[0.722755978],[5000000.0],F[P-](F)(F)(F)(F)F.[Li+],2.522383655,-3092.566278,4.076012537,0.999291071
9720,[Cu]OCC[Au],nan,nan,nan,[0.717536139],[5000000.0],O=S(=O)([O-])C(F)(F)F.[Li+],2.522383655,-3255.293255,4.133337493,0.998013234
9724,[Cu]OCC[Au],nan,nan,nan,[0.558681127],[5000000.0],Cl[Al-](Cl)(Cl)Cl.[Li+],4.540295119,-3235.133984,2.909449772,0.999245451
9728,[Cu]OCC[Au],nan,nan,nan,[0.529163614],[5000000.0],F[As-](F)(F)(F)(F)F.[Li+],4.540295119,-3199.003866,2.994793833,0.99765107
9732,[Cu]OCC[Au],nan,nan,nan,[0.700701381],[5000000.0],F[B-](F)(F)F.[Li+],4.540295119,-4135.420248,4.110254308,0.998594165
9736,[Cu]OCC[Au],nan,nan,nan,[0.591552227],[5000000.0],F[P-](F)(F)(F)(F)F.[Li+],4.540295119,-3474.847447,3.458302494,0.998144047
9740,[Cu]OCC[Au],nan,nan,nan,[0.585279577],[5000000.0],O=S(=O)([O-])C(F)(F)F.[Li+],4.540295119,-3489.290494,2.892343885,0.996433089
9744,[Cu]OCC[Au],nan,nan,nan,[0.431676721],[5000000.0],Cl[Al-](Cl)(Cl)Cl.[Li+],7.567150965,-3806.124838,2.790511196,0.999012592
9748,[Cu]OCC[Au],nan,nan,nan,[0.402745708],[5000000.0],F[As-](F)(F)(F)(F)F.[Li+],7.567150965,-3579.220164,2.389336129,0.997690254
9752,[Cu]OCC[Au],nan,nan,nan,[0.584145676],[5000000.0],F[B-](F)(F)F.[Li+],7.567150965,-4366.644314,3.320018372,0.998399718
9756,[Cu]OCC[Au],nan,nan,nan,[0.464947917],[5000000.0],F[P-](F)(F)(F)(F)F.[Li+],7.567150965,-4080.904042,3.062480983,0.999857082
9760,[Cu]OCC[Au],nan,nan,nan,[0.458510721],[5000000.0],O=S(=O)([O-])C(F)(F)F.[Li+],7.567150965,-5041.907458,5.483588433,0.986498894
9764,[Cu]OCC[Au],nan,nan,nan,[0.336154283],[5000000.0],Cl[Al-](Cl)(Cl)Cl.[Li+],11.3507378,-4451.242812,3.82137282,0.999974991
9768,[Cu]OCC[Au],nan,nan,nan,[0.310131689],[5000000.0],F[As-](F)(F)(F)(F)F.[Li+],11.3507378,-4424.697645,4.281875705,0.998142726
9772,[Cu]OCC[Au],nan,nan,nan,[0.483593211],[5000000.0],F[B-](F)(F)F.[Li+],11.3507378,-4877.278888,4.57559948,0.999224952
9776,[Cu]OCC[Au],nan,nan,nan,[0.366815045],[5000000.0],F[P-](F)(F)(F)(F)F.[Li+],11.3507378,-4771.249462,4.160164828,0.999887729
9780,[Cu]OCC[Au],nan,nan,nan,[0.360820273],[5000000.0],O=S(=O)([O-])C(F)(F)F.[Li+],11.3507378,-4767.589909,4.379694875,0.998468906
9785,[Cu]OCC[Au],nan,nan,nan,[0.859434955],[4000000.0],O=C1O[B-](F)(F)OC1=O.[Li+],1.13507378,-3402.414802,5.582151151,0.991456841
9792,[Cu]OCC[Au],nan,nan,nan,[0.83025862],[4000000.0],O=C1O[B-](F)(F)OC1=O.[Li+],1.418842225,-3027.075297,5.192470067,0.992700261
9799,[Cu]OCC[Au],nan,nan,nan,[0.785798492],[4000000.0],O=C1O[B-](F)(F)OC1=O.[Li+],1.891782066,-3011.342253,5.299162078,0.992466931
9806,[Cu]OCC[Au],nan,nan,nan,[0.753516829],[4000000.0],O=C1O[B-](F)(F)OC1=O.[Li+],2.27014756,-2763.305229,4.774721561,0.987219683
9822,[Cu]OCC[Au],nan,nan,nan,[0.821763336],[20000.0],[Br-].[Li+],2.522383655,-6695.787342,14.26583199,1
9823,[Cu]OCC[Au],nan,nan,nan,[0.821763336],[40000.0],[Br-].[Li+],2.522383655,-3707.46072,4.870708319,1
9824,[Cu]OCC[Au],nan,nan,nan,[0.821763336],[200000.0],[Br-].[Li+],2.522383655,-4693.632426,7.78518835,1
9825,[Cu]OCC[Au],nan,nan,nan,[0.821763336],[100000.0],[Br-].[Li+],2.522383655,-1737.728156,-1.102169231,1
9826,[Cu]OCC[Au],nan,nan,nan,[0.821763336],[400000.0],[Br-].[Li+],2.522383655,-5296.446394,9.547708947,1
9827,[Cu]OCC[Au],nan,nan,nan,[0.821763336],[600000.0],[Br-].[Li+],2.522383655,-6360.118337,12.72063075,1
9851,[Cu]OCC[Au],nan,nan,nan,[0.310045078],[20000.0],[Cl-].[Li+],52.97010216,-3480.199708,2.406960365,0.995448555
9857,[Cu]OCC[Au],nan,nan,nan,[0.123483729],[40000.0],[I-].[Li+],52.97010972,-6409.736855,13.42164529,1
9858,[Cu]OCC[Au],nan,nan,nan,[0.123483729],[100000.0],[I-].[Li+],52.97010972,-3545.088799,4.52213015,1
9859,[Cu]OCC[Au],nan,nan,nan,[0.123483729],[600000.0],[I-].[Li+],52.97010972,-2017.642616,-0.377532079,1
9860,[Cu]OCC[Au],nan,nan,nan,[0.123483729],[200000.0],[I-].[Li+],52.97010972,-989.0962881,-3.561393547,1
9862,[Cu]OCC[Au],nan,nan,nan,[0.123483729],[4000000.0],[I-].[Li+],52.97010972,-2865.210844,1.852210034,1
9865,[Cu]OCC[Au],nan,nan,nan,[0.123483729],[5000000.0],[I-].[Li+],52.97010972,-3818.17213,4.534168235,1
9868,[Cu]OCC[Au],nan,nan,nan,[0.123483729],[1000000.0],[I-].[Li+],52.97010972,-2021.39474,-0.940295709,1
9877,COCCOCCOCCOCCOC,nan,nan,nan,[1.0],[222.28],O=S1(=O)[N-]S(=O)(=O)C(F)(F)C1(F)F.[Li+],4.498830304,-1647.019123,2.35205789,0.991587998
9886,COCCOCCOCCOC,nan,nan,nan,[1.0],[178.23],O=S1(=O)[N-]S(=O)(=O)C(F)(F)C1(F)F.[Li+],5.610727711,-5226.337415,11.60244238,0.972083075
9894,[Cu]OCC[Au],nan,nan,nan,[0.81945383],[600000.0],O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],1.13507378,-6166.339199,14.859526,0.968909776
9907,[Cu]OCC[Au],nan,nan,nan,[0.892575819],[600000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.13507378,-7775.320154,18.98849586,0.96906248
9914,COCCOCCOCCOCCOC,nan,nan,nan,[0.234111773],[222.28],N#Cc1nc(C(F)(F)F)[n-]c1C#N.[Li+],17.0261067,-2468.936832,3.31274819,0.926511179
9931,[Cu]OCC[Au],nan,nan,nan,[0.751410081],[600000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],0.756708286,-5375.777278,11.21274853,0.96075056
9945,[Cu]OCC[Au],nan,nan,nan,[0.668336705],[600000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],1.13507378,-4554.505231,9.356797586,0.962549584
9959,[Cu]OCC[Au],nan,nan,nan,[0.617164041],[600000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],1.418842225,-4568.750832,9.504396505,0.962533615
9973,[Cu]OCC[Au],nan,nan,nan,[0.446303147],[600000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],2.837684449,-3154.450752,5.24502553,0.993976007
9987,[Cu]OCC[Au],nan,nan,nan,[0.824862367],[4000000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],1.13507378,-6423.773938,15.46108777,0.959500497
10028,COCCOCCOCCOC,nan,nan,nan,[1.0],[178.23],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],5.610727711,-1503.014729,2.143163861,0.991409024
10037,[Cu]OCC[Au],nan,nan,nan,[0.892575819],[899435.7063],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.13507378,-2770.967556,4.540256754,0.788562336
10048,[Cu]OCC[Au],nan,nan,nan,[0.768708928],[899435.7063],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.837684449,-3753.707888,7.043421905,0.983229777
10064,[Cu]OCC[Au],nan,nan,nan,[0.713277429],[899435.7063],[Li+].[O-][Cl+3]([O-])([O-])[O-],3.791146425,-3846.602748,6.956585087,0.962222682
10076,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.881897149],[368000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.466441375,-7761.364409,16.63764049,0.991153544
10089,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.822144755],[368000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.753482222,-6247.444189,12.64144167,0.995157955
10102,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.739897846],[368000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.224409834,-6433.369133,13.21242102,0.997057191
10115,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.640016106],[368000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.959055735,-5839.234245,11.35870041,0.868884875
10128,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.51614674],[368000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],3.265089627,-6682.798994,13.36132831,0.990033707
10143,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.415601394],[368000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],4.897639338,-7868.279764,16.61958144,0.994182787
10154,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.982332814],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.115241454,-4941.165122,5.880509754,0.998320963
10158,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.98597202],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.134185523,-4717.077757,5.632902953,0.994914244
10168,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.978628004],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.139935351,-4961.232078,6.348019986,0.998474298
10172,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.972957167],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.178097757,-5061.466272,6.569746771,0.997904773
10181,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.976416312],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.227799001,-4626.8451,6.917646468,0.999010733
10191,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.95815182],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.279860907,-4803.194701,7.766531363,0.999101396
10202,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.951515059],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.326506024,-4485.239229,5.349192753,0.999799383
10206,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.942376299],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.391811147,-4978.025311,6.991877176,0.999770759
10210,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.956795369],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.425879126,-4695.838183,7.833772705,0.998383578
10221,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.935028441],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.445244392,-5338.509729,8.096958942,0.99993859
10225,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.912789742],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.612204917,-4171.539479,5.332845905,0.999072563
10229,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.92601938],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.753482222,-4663.299187,8.330065765,0.999895246
10233,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.887004847],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.816269958,-4540.74875,7.561036723,0.999947969
10237,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.913728794],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.890478989,-4735.621766,8.557775954,0.999904724
10241,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.905913285],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-5132.913835,9.751303733,0.996884555
10251,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.867401934],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-4548.850509,7.581810685,0.998476029
10259,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.854808071],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.088363209,-4575.358624,8.104156317,0.994966535
10270,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.885094379],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.224409834,-5297.013535,10.24631985,0.999686818
10274,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.839570575],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.224409834,-4768.75079,7.660073996,0.999807455
10278,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.820760143],[300000.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.399324126,-5173.84486,9.530320417,0.995990311
10289,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.828008669],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.959055735,-5504.983312,10.9608754,0.99991943
10293,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.793873815],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.448819669,-5576.659408,11.23708005,0.999980083
10297,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.742834786],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],3.265089627,-5010.976567,10.04686938,0.999766605
10301,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.658201294],[300000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],4.897639338,-3952.786481,7.245920866,0.998991748
10311,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.82480894],[100000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],1.135589371,-6365.398137,11.8638681,0.999982803
10314,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.610796698],[100000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],3.406768113,-6248.257959,12.42586401,0.996626315
10320,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.484963713],[100000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],5.677946854,-4819.449006,9.156633487,0.997393223
10329,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.402120959],[100000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],7.949125596,-4540.015586,8.502016449,0.99738328
10338,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.343451659],[100000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],10.22030434,-3592.109114,6.27009905,0.994512981
10347,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.876702207],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.489586546,-2559.73248,3.641123773,0.98944475
10356,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.879167326],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],0.734376147,-2961.219749,4.958961609,0.993785608
10365,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.825793701],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.734376147,-2604.768257,3.866573406,0.988155408
10374,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.784387667],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],1.468752295,-3275.148104,5.919834318,0.99085764
10383,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.703278207],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.468752295,-2939.492758,4.706957661,0.990386965
10392,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.592698128],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],3.671880737,-2519.875616,3.92452658,0.998626444
10401,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.486669872],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],3.671880737,-3516.809713,6.132801304,0.994675647
10410,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.421159199],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],7.343761475,-2498.474622,4.265404309,0.993205984
10419,[Cu]OS(=O)OCCCC[Au],nan,nan,nan,[0.321588702],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],7.343761475,-3741.63489,6.573877706,0.986121467
10452,[Cu]CCCCCCOCCOCCOCCOCC[Au],nan,nan,nan,[1.0],[12900.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.22902024,-2076.659138,2.522706566,0.988813503
10462,[Cu]CCCCCCOCCOCCOCCOCCOCC[Au],nan,nan,nan,[1.0],[19000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.313974115,-2108.624551,2.832033689,0.987381103
10472,[Cu]CCCCOCCOCCOCCOCC[Au],nan,nan,nan,[1.0],[4700.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.377410468,-2161.727485,2.934586954,0.983285098
10482,[Cu]CCCCOCCOCCOCCOCCOCC[Au],nan,nan,nan,[1.0],[7100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.447335094,-1965.823027,2.359931714,0.991330864
10493,[Cu]CCOCCOCCOCCOCC[Au],nan,nan,nan,[1.0],[7400.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.566630765,-2228.256258,3.094434827,0.989267538
10503,[Cu]CCOCCOCCOCCOCCOCC[Au],nan,nan,nan,[1.0],[6700.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.610824742,-2237.080309,3.42463278,0.987388605
10564,[Cu]OC(=O)OCC(CC)(COCC=C)C[Au],nan,nan,nan,[0.900654938],[10062.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.382245081,-3564.604095,4.166211,0.985408299
10573,[Cu]OC(=O)OCC(CC)(COCC=C)C[Au],nan,nan,nan,[0.848001806],[10062.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.621148877,-3683.271403,5.15699558,0.983131121
10582,[Cu]OC(=O)OCC(CC)(COCC=C)C[Au],nan,nan,nan,[0.777128527],[10062.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.993838203,-2552.238995,2.293697043,0.983846414
10591,[Cu]OC(=O)OCC(CC)(COCC=C)C[Au],nan,nan,nan,[0.67659903],[10062.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.656395349,-3300.070388,4.472200745,0.980175342
10613,[Cu]OC(=O)OCCOCCOCC[Au],nan,nan,nan,[0.710516893],[8103.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.419083839,-2629.281056,3.722460794,0.998877926
10624,[Cu]OC(=O)OCCOCC[Au],nan,nan,nan,[0.647972181],[7603.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.892219195,-2780.157429,3.750827389,0.997573328
10636,[Cu]C(=O)COCC(=O)OC(COCCOCCOC)CO[Au],nan,nan,nan,[0.980733076],[6100.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.068427535,-2706.889123,3.162660405,0.975942563
10648,[Cu]C(=O)CCCC(=O)OC(COCCOCCOC)CO[Au],nan,nan,nan,[0.980604187],[4200.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.068891874,-1940.216006,1.012072143,0.977133238
